0,1,1,1,1,1,1,1
0,2,3,3,4,6,7,8
0,2,3,4,3,5,7,6
0,1,1,1,1,2,2,2
0,1,1,1,1,2,4,2
0,2,1,2,3,3,3,2
0,2,2,1,2,2,4,3
0,2,2,3,2,4,2,3
0,2,3,4,4,6,7,8
0,2,3,4,5,5,6,7
0,2,3,3,2,4,4,4
0,1,1,1,1,2,3,3
0,1,1,1,1,2,1,3
0,2,3,4,3,5,6,7
0,2,2,4,3,3,6,5
0,1,1,1,1,2,1,2
0,1,1,1,1,2,1,1
0,2,3,4,4,6,7,8
0,2,2,2,2,3,3,3
0,2,3,3,4,6,5,8
0,1,1,1,1,1,3,1
0,2,3,3,4,6,7,8
0,2,3,3,4,6,7,8
0,2,2,3,2,2,2,3
0,2,3,4,5,6,7,8
0,2,2,4,3,5,6,7
0,2,2,1,2,2,4,3
0,2,2,4,3,5,6,7
0,2,2,3,2,4,4,3
0,1,1,1,2,2,4,3
0,2,2,4,3,5,6,7
0,1,1,1,1,2,2,2
0,2,3,4,5,6,7,8
0,2,3,4,3,4,5,5
0,2,2,4,3,5,6,7
0,2,2,4,3,5,6,7
0,2,3,4,3,4,5,4
0,2,3,3,3,5,6,4
0,2,3,4,3,5,6,4
0,2,3,4,3,5,6,7
0,1,2,2,1,3,2,3
0,1,1,1,2,2,2,3
0,2,3,4,5,6,7,5
0,1,1,1,2,2,3,2
0,1,1,1,2,2,2,3
0,2,2,3,2,4,2,6
0,2,3,3,2,4,4,4
0,1,1,1,1,1,1,1
0,2,1,3,2,2,2,4
0,1,1,1,1,2,2,2
0,1,1,1,2,2,4,3
0,1,1,1,2,2,3,3
0,1,1,1,1,2,3,3
0,2,3,3,4,6,5,8
0,1,1,1,1,1,1,1
0,2,3,3,4,6,5,8
0,2,1,1,2,2,4,2
0,1,1,1,1,1,1,1
0,2,2,4,3,5,6,7
0,2,2,4,3,5,6,7
0,2,1,3,2,4,4,4
0,2,3,3,3,5,6,4
0,1,1,1,1,1,1,1
0,1,1,1,1,1,1,1
0,1,1,1,1,1,1,1
0,1,1,1,1,1,1,1
0,1,1,1,1,1,1,1
0,1,1,1,1,2,1,3
0,1,1,1,1,2,1,1
0,1,1,1,1,1,1,1
0,2,3,3,2,4,5,5
0,1,1,1,1,2,3,3
0,1,1,1,1,2,1,1
0,1,1,1,1,2,1,2
0,2,3,3,4,6,5,4
0,2,2,2,3,3,3,3
0,2,2,4,3,5,6,7
0,1,1,3,1,2,2,4
0,2,3,3,4,6,7,8
0,2,2,4,3,5,6,7
0,2,3,3,4,6,5,5
0,2,2,2,2,3,6,3
0,2,2,3,2,2,4,2
0,1,1,1,2,2,4,4
0,2,2,3,3,5,6,7
0,1,1,1,2,2,3,2
0,2,2,4,3,5,6,7
0,2,3,4,5,6,7,8
0,2,1,1,2,2,3,2
0,2,3,4,5,6,7,8
0,2,2,4,3,5,6,7
0,2,1,1,2,2,4,3
0,1,1,1,1,2,3,2
0,1,1,1,1,2,2,2
0,1,1,1,1,2,1,1
0,1,1,1,1,2,1,3
0,1,1,1,1,2,1,2
0,2,3,3,2,4,4,4
0,2,3,3,3,6,5,4
0,2,2,4,3,5,6,7
0,1,1,3,2,2,2,4
0,2,3,4,5,6,7,8
0,2,3,4,3,4,5,5
0,2,3,4,3,5,7,7
0,2,2,1,3,5,4,7
0,2,3,4,3,4,7,6
0,2,2,3,2,4,6,5
0,2,3,4,3,4,6,6
0,2,3,3,2,4,6,4
0,2,2,2,2,3,3,3
0,1,1,1,1,1,1,1
0,2,3,3,2,4,5,4
0,1,1,1,1,1,1,1
0,2,3,3,2,4,5,4
0,1,1,1,1,2,3,3
0,2,3,3,2,4,6,4
0,1,1,1,1,1,1,1
0,2,3,3,4,4,5,5
0,2,3,3,2,4,4,4
0,2,3,3,4,6,5,8
0,2,3,3,2,4,5,4
0,2,2,2,3,3,6,3
0,1,1,1,1,1,1,1
0,2,2,2,2,3,4,3
0,2,2,1,3,2,3,2
0,1,1,1,1,2,1,2
0,1,1,1,1,2,3,2
0,2,2,4,3,5,6,7
0,1,1,2,1,1,3,1
0,1,1,1,1,1,1,1
0,2,2,4,3,5,6,7
0,2,3,3,2,4,4,4
0,1,1,1,1,2,2,3
0,1,1,1,1,2,4,2
0,2,2,3,2,5,4,7
0,1,1,1,2,2,4,3
0,2,3,3,4,6,5,5
0,1,1,1,1,2,1,2
0,2,2,4,3,5,6,7
